Churn,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaymentMethod,Monthly,Total,Cuentas_Diarias
No,0,Yes,No,65,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,1414.45,0.68
No,0,No,No,3,DSL,No,No,No,No,Month-to-month,Electronic check,44.6,122.7,1.487
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,34.7,34.7,1.157
No,0,Yes,No,36,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,93.6,3366.05,3.12
Yes,0,No,No,23,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,90.6,1943.2,3.02
No,0,Yes,Yes,22,DSL,Yes,Yes,No,Yes,Month-to-month,Mailed check,57.95,1271.8,1.932
No,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),112.1,7965.95,3.737
Yes,0,Yes,Yes,17,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,88.25,1460.65,2.942
Yes,0,No,No,3,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,85.8,272.2,2.86
Yes,0,Yes,No,58,DSL,Yes,Yes,Yes,No,One year,Credit card (automatic),60.3,3563.8,2.01
No,0,Yes,Yes,67,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),81.35,5398.6,2.712
No,1,No,No,34,Fiber optic,No,Yes,Yes,No,One year,Electronic check,99.85,3343.15,3.328
No,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.0,198.7,0.667
No,0,No,No,69,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),85.35,5897.4,2.845
No,0,No,No,40,DSL,Yes,Yes,Yes,No,One year,Credit card (automatic),62.05,2511.55,2.068
No,0,No,No,20,DSL,Yes,No,Yes,No,Month-to-month,Credit card (automatic),64.4,1398.6,2.147
No,0,Yes,Yes,46,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,967.85,0.647
Yes,0,Yes,No,2,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,74.4,139.4,2.48
Yes,1,Yes,No,1,Fiber optic,No,No,No,No,Month-to-month,Mailed check,70.45,70.45,2.348
No,0,Yes,No,72,Fiber optic,Yes,No,Yes,No,Two year,Credit card (automatic),105.0,7589.8,3.5
No,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.15,1790.15,0.838
No,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.3,44.4,0.643
No,0,No,Yes,23,DSL,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),55.3,1284.2,1.843
No,0,Yes,No,36,Fiber optic,No,No,No,No,Month-to-month,Electronic check,95.4,3474.2,3.18
Yes,1,Yes,No,59,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),93.85,5574.75,3.128
No,0,No,No,67,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.5,1430.95,0.683
No,0,Yes,Yes,72,Fiber optic,Yes,No,Yes,No,Two year,Bank transfer (automatic),105.55,7542.25,3.518
Yes,0,No,No,37,Fiber optic,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),101.9,3545.35,3.397
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.45,1709.1,0.815
No,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.7,1421.9,0.657
Yes,0,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.4,229.55,2.48
Yes,1,Yes,No,54,Fiber optic,No,Yes,No,No,One year,Credit card (automatic),101.5,5373.1,3.383
Yes,0,Yes,No,60,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,95.75,5742.9,3.192
No,0,Yes,No,58,Fiber optic,Yes,Yes,Yes,No,One year,Credit card (automatic),110.65,6526.65,3.688
No,0,Yes,No,31,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),83.85,2674.15,2.795
No,0,No,No,3,DSL,No,No,No,No,Month-to-month,Electronic check,60.25,170.5,2.008
No,0,No,No,55,DSL,Yes,No,Yes,Yes,Two year,Electronic check,59.2,3175.85,1.973
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,44.4,44.4,1.48
No,0,Yes,No,49,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),85.3,4297.95,2.843
Yes,0,No,Yes,8,DSL,No,No,No,No,Month-to-month,Mailed check,25.5,215.2,0.85
No,1,No,No,39,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,99.75,4036.0,3.325
No,0,Yes,No,66,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),66.1,4428.45,2.203
No,0,Yes,Yes,15,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.55,295.95,0.685
No,0,Yes,No,51,Fiber optic,No,No,Yes,No,One year,Electronic check,98.85,4947.55,3.295
No,1,No,No,9,DSL,No,No,No,Yes,Month-to-month,Mailed check,49.2,447.9,1.64
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.9,20.9,0.697
No,0,No,No,25,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.5,516.3,0.65
No,0,Yes,No,22,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),87.0,1850.65,2.9
No,0,No,No,15,DSL,No,No,No,No,Month-to-month,Electronic check,49.0,749.25,1.633
Yes,0,Yes,Yes,28,Fiber optic,No,No,No,No,One year,Bank transfer (automatic),90.1,2598.95,3.003
No,0,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Mailed check,90.7,237.65,3.023
No,0,Yes,No,47,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,100.5,4707.1,3.35
No,0,No,No,67,DSL,Yes,No,Yes,Yes,Two year,Mailed check,85.25,5714.2,2.842
No,1,No,No,18,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,74.7,1294.6,2.49
No,0,Yes,No,62,DSL,No,Yes,Yes,Yes,Two year,Credit card (automatic),60.15,3753.2,2.005
No,0,No,No,41,DSL,No,Yes,Yes,No,One year,Electronic check,80.55,3263.9,2.685
No,0,No,No,44,DSL,No,No,No,No,Month-to-month,Mailed check,50.15,2139.1,1.672
No,0,No,No,53,Fiber optic,No,Yes,Yes,Yes,One year,Credit card (automatic),94.45,5042.75,3.148
No,0,Yes,No,48,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.05,1036.0,0.668
No,1,Yes,No,54,Fiber optic,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),115.6,6431.05,3.853
Yes,0,Yes,No,48,DSL,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),45.3,2145.0,1.51
No,0,No,No,24,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),99.65,2404.85,3.322
No,0,No,No,33,Fiber optic,No,Yes,No,Yes,Two year,Bank transfer (automatic),80.6,2651.1,2.687
No,0,Yes,No,66,DSL,Yes,Yes,No,Yes,Two year,Electronic check,85.25,5538.35,2.842
No,0,Yes,Yes,3,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.55,200.2,2.318
No,0,No,No,13,DSL,No,No,Yes,Yes,Two year,Mailed check,35.4,450.4,1.18
No,0,Yes,Yes,63,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),83.5,5435.0,2.783
Yes,0,Yes,Yes,23,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,83.8,1900.25,2.793
No,0,No,Yes,52,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.6,1334.5,0.853
No,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.75,67.1,0.692
No,0,No,No,10,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),56.75,503.25,1.892
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.1,1460.85,0.67
No,0,No,No,29,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),98.8,2807.1,3.293
No,1,Yes,No,62,Fiber optic,Yes,No,Yes,No,One year,Electronic check,104.85,6312.9,3.495
Yes,0,Yes,No,41,DSL,No,No,Yes,No,One year,Electronic check,73.0,3001.2,2.433
Yes,0,No,No,43,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,77.85,3365.85,2.595
No,0,No,Yes,26,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,105.45,2715.3,3.515
No,0,Yes,No,19,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,96.8,1743.05,3.227
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.25,1784.5,0.808
No,1,No,No,45,Fiber optic,No,No,Yes,No,One year,Bank transfer (automatic),102.15,4735.35,3.405
No,0,No,No,32,DSL,No,No,No,No,One year,Bank transfer (automatic),64.85,2010.95,2.162
No,0,No,No,41,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),25.25,996.45,0.842
No,0,Yes,Yes,65,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.75,1715.1,0.825
Yes,0,Yes,No,55,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,96.75,5238.9,3.225
No,0,Yes,Yes,11,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.65,225.75,0.655
No,0,No,No,49,DSL,No,No,Yes,Yes,Two year,Bank transfer (automatic),74.45,3721.9,2.482
No,0,Yes,No,61,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),99.4,5943.65,3.313
No,0,Yes,Yes,25,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.15,477.6,0.638
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.5,69.5,2.317
No,0,No,Yes,23,DSL,No,No,No,Yes,One year,Electronic check,49.45,1119.35,1.648
No,0,No,No,21,Fiber optic,No,No,No,No,Month-to-month,Electronic check,73.7,1558.7,2.457
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.7,79.7,2.657
Yes,1,Yes,No,5,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),79.9,343.95,2.663
No,0,Yes,No,24,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),74.4,1712.9,2.48
Yes,1,No,No,27,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),88.3,2467.75,2.943
No,0,Yes,No,70,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.8,1397.65,0.66
Yes,1,No,No,5,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),75.55,349.65,2.518
No,0,Yes,Yes,46,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.2,917.45,0.673
No,0,Yes,Yes,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,71.65,135.75,2.388
No,0,Yes,Yes,57,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.1,1087.7,0.67
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Mailed check,71.1,71.1,2.37
No,1,Yes,No,60,Fiber optic,No,No,Yes,No,One year,Credit card (automatic),100.5,6029.0,3.35
No,0,Yes,Yes,37,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),62.8,2278.75,2.093
Yes,0,No,Yes,1,Fiber optic,No,No,No,No,Month-to-month,Mailed check,70.45,70.45,2.348
No,0,Yes,Yes,28,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),100.35,2799.0,3.345
No,1,No,No,24,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.3,459.95,0.677
No,0,No,No,62,Fiber optic,Yes,Yes,Yes,No,One year,Electronic check,92.05,5755.8,3.068
Yes,0,No,Yes,18,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.15,390.85,0.672
Yes,0,No,No,5,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,54.2,308.25,1.807
No,0,Yes,Yes,20,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,442.6,0.678
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Mailed check,70.75,70.75,2.358
Yes,0,No,No,35,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),102.35,3626.1,3.412
No,1,No,No,52,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,50.5,2566.3,1.683
Yes,0,Yes,No,30,Fiber optic,No,No,No,No,Month-to-month,Electronic check,85.0,2624.25,2.833
No,0,Yes,No,72,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),42.1,2962.0,1.403
Yes,1,No,No,15,Fiber optic,No,No,No,No,Month-to-month,Electronic check,75.65,1146.65,2.522
No,0,No,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,114.6,7882.5,3.82
No,0,No,Yes,66,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),65.7,4378.9,2.19
No,1,Yes,No,55,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.0,4052.4,2.467
Yes,1,Yes,No,55,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,85.45,4874.7,2.848
No,1,Yes,No,57,DSL,No,Yes,Yes,No,One year,Credit card (automatic),71.1,4140.1,2.37
No,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Two year,Electronic check,109.55,8165.1,3.652
No,0,Yes,No,28,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,563.05,0.683
No,0,Yes,No,54,DSL,Yes,Yes,No,No,Two year,Bank transfer (automatic),74.55,4191.45,2.485
No,1,Yes,Yes,24,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,79.85,1857.75,2.662
No,0,Yes,No,2,DSL,Yes,No,No,No,Month-to-month,Mailed check,62.15,113.1,2.072
No,0,No,Yes,12,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),21.05,235.8,0.702
No,1,No,No,51,Fiber optic,No,Yes,No,No,One year,Bank transfer (automatic),79.6,3974.7,2.653
No,0,No,No,13,DSL,No,Yes,No,Yes,Month-to-month,Mailed check,73.35,931.55,2.445
No,0,No,No,58,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),70.1,4048.95,2.337
No,0,Yes,Yes,18,DSL,No,No,Yes,Yes,One year,Credit card (automatic),54.4,957.1,1.813
No,0,Yes,No,29,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,521.8,0.652
No,0,Yes,Yes,72,DSL,Yes,Yes,No,Yes,Two year,Mailed check,74.55,5430.65,2.485
No,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),23.9,1626.4,0.797
No,0,No,No,70,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),44.6,3058.15,1.487
Yes,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,Electronic check,95.5,829.1,3.183
No,0,Yes,Yes,20,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),95.5,1916.2,3.183
Yes,0,No,No,69,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),78.6,5356.45,2.62
No,0,No,No,63,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),104.5,6590.8,3.483
No,0,No,No,7,DSL,Yes,Yes,Yes,No,Month-to-month,Electronic check,61.4,438.9,2.047
No,0,Yes,Yes,69,DSL,Yes,No,Yes,No,Two year,Credit card (automatic),43.95,2960.1,1.465
Yes,0,Yes,Yes,5,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),25.9,135.0,0.863
No,0,No,No,9,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,80.55,653.9,2.685
No,0,Yes,Yes,46,Fiber optic,Yes,No,Yes,Yes,Two year,Mailed check,99.65,4630.2,3.322
No,1,Yes,No,60,Fiber optic,No,Yes,Yes,No,One year,Electronic check,97.95,5867.0,3.265
Yes,1,Yes,No,27,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,95.55,2510.2,3.185
No,0,Yes,No,16,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Electronic check,90.7,1374.9,3.023
Yes,0,Yes,Yes,22,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,83.3,1845.9,2.777
No,0,Yes,Yes,41,Fiber optic,Yes,Yes,Yes,No,One year,Bank transfer (automatic),101.6,3930.55,3.387
No,1,No,No,4,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,72.75,317.75,2.425
No,0,No,No,24,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),88.95,2072.75,2.965
No,0,No,No,38,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.3,743.05,0.677
No,0,No,No,25,DSL,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),78.35,1837.9,2.612
No,0,Yes,No,40,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,80.0,3168.75,2.667
Yes,0,No,No,8,DSL,Yes,No,No,No,Month-to-month,Electronic check,49.85,365.55,1.662
No,0,Yes,Yes,13,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,252.0,0.662
No,0,Yes,Yes,64,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Electronic check,91.8,5960.5,3.06
Yes,0,Yes,Yes,62,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,100.15,6283.3,3.338
No,0,Yes,No,20,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),69.8,1540.35,2.327
Yes,0,Yes,No,14,DSL,No,No,No,No,Month-to-month,Electronic check,46.35,667.7,1.545
No,0,No,No,57,DSL,No,Yes,Yes,Yes,Two year,Mailed check,69.75,3894.4,2.325
No,0,No,Yes,12,DSL,Yes,No,No,No,Month-to-month,Mailed check,69.85,837.5,2.328
No,0,Yes,Yes,59,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,25.45,1534.05,0.848
No,0,Yes,Yes,59,DSL,No,Yes,No,Yes,Two year,Credit card (automatic),75.95,4542.35,2.532
Yes,0,No,Yes,53,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.75,1052.35,0.658
No,0,Yes,Yes,45,DSL,No,Yes,Yes,No,One year,Credit card (automatic),78.75,3600.65,2.625
No,0,Yes,No,50,No,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,19.8,1013.2,0.66
Yes,0,Yes,No,20,Fiber optic,No,No,No,No,Month-to-month,Mailed check,89.0,1820.45,2.967
Yes,1,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,25.25,25.25,0.842
No,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.2,1401.4,0.64
Yes,1,Yes,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,25.05,25.05,0.835
Yes,0,Yes,No,64,DSL,Yes,No,Yes,Yes,Two year,Electronic check,47.85,3147.5,1.595
Yes,0,No,Yes,49,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),75.2,3678.3,2.507
Yes,0,No,Yes,28,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),74.9,2068.55,2.497
No,0,Yes,No,72,Fiber optic,Yes,No,Yes,Yes,Two year,Credit card (automatic),111.9,8071.05,3.73
No,0,No,No,13,Fiber optic,No,No,No,No,Month-to-month,Mailed check,81.9,1028.9,2.73
No,0,Yes,Yes,4,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,18.85,84.2,0.628
No,0,No,No,53,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,18.7,1005.7,0.623
No,0,Yes,No,63,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),81.55,5029.05,2.718
No,0,No,No,10,DSL,No,No,No,Yes,Two year,Mailed check,29.6,299.05,0.987
No,0,Yes,No,56,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.95,1126.75,0.665
Yes,0,No,No,10,DSL,No,No,No,No,Month-to-month,Electronic check,45.55,402.6,1.518
No,0,No,No,65,Fiber optic,Yes,No,No,Yes,One year,Electronic check,93.55,6069.25,3.118
No,0,No,No,1,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),48.45,48.45,1.615
Yes,1,No,No,21,DSL,Yes,No,No,No,Month-to-month,Electronic check,41.9,840.1,1.397
No,0,Yes,Yes,29,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.2,558.8,0.673
No,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.15,1776.45,0.805
Yes,0,Yes,Yes,22,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),67.5,1544.05,2.25
Yes,0,No,No,23,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),90.05,2169.8,3.002
No,0,Yes,No,40,DSL,No,Yes,No,Yes,One year,Credit card (automatic),70.75,2921.75,2.358
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,76.5,162.45,2.55
Yes,0,Yes,Yes,13,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,84.05,1095.3,2.802
Yes,0,No,No,16,Fiber optic,No,Yes,Yes,No,Month-to-month,Credit card (automatic),95.6,1555.65,3.187
Yes,0,No,No,67,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Credit card (automatic),102.95,6886.25,3.432
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),21.0,1493.75,0.7
No,0,No,No,3,Fiber optic,Yes,No,No,Yes,Month-to-month,Mailed check,82.3,214.4,2.743
Yes,1,Yes,No,47,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,80.35,3825.85,2.678
No,1,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.65,293.85,2.355
No,1,No,No,18,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,73.55,1359.45,2.452
Yes,0,Yes,Yes,21,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,104.4,2157.95,3.48
No,0,Yes,Yes,62,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),70.75,4263.45,2.358
